"File","Width","Height","Expected","SizePass","Sha256"
"gurranq_beast_claw.png","1000","760","1000x760","True","5F78E4FC66F4E0C5F4A048CB5C9C928E7AEE04B14EEDA1014EBAFB7FC5DF6E92"
"gurranqs_rock.png","1000","760","1000x760","True","978D633E2815A61AD0D757FD3B46F0A70138F908C1486500C8B6682043BDB6F9"
"halo.png","1000","760","1000x760","True","0D04D243F8DBB55826CCDAA6C8FAD479EA8D6E7E6BEFCF8B943419EF762DE4C2"
"harmony.png","1000","760","1000x760","True","682CD5154B1BCCDC5A64650F61CC5131E4442E6C0804955E89A655011AAE2ECB"
"heavy_echo.png","1000","760","1000x760","True","5CA1A7191A9EB12222C57FD0458FEAF8B4708B32B209F4824C69241D3C796CB6"
"helen_family.png","1000","760","1000x760","True","043F311DB526502CCF4B3D9584F331F16D1E5E7ACC69FECF53B9059BC4D8090D"
"ice_lightning_spear.png","1000","760","1000x760","True","D68515ED70AAA42BAF9C1D12A05F5B43CEB222CEDF4D159ED7CF1D22DFAE5CA8"
"joint_strike.png","1000","760","1000x760","True","06A6B9C860FB782335B166E8670D6A0D34176D4CE72AD5C520917165E639D342"
"kings_recovery.png","1000","760","1000x760","True","FEBCF1F415B6CEA43F005986CC5EE41CF0C00004A9F9FC30C7FCBC0A527C02A1"
"lansseax_blade.png","1000","760","1000x760","True","49989FA3AFFAEA13C40E26556718DB632834D5CC762D75899A38673E4A5865D4"
"life_and_death.png","1000","760","1000x760","True","BB2D68795953CDAFC59D6F8F6CF31D031401016730C30E75788F5556F7057158"
"light_spirit.png","1000","760","1000x760","True","F280A7FC7BAC596B4EC5DCADED47AAA85A275F982B251B7B83989F6E664740BB"
"lightning_spear.png","1000","760","1000x760","True","53B037AFEAC271DD7C854AB578D93F9212913B2849EE7D22C11AE70449B1E69F"
"lightning_strike.png","1000","760","1000x760","True","F3B28382BD8C7D511DCDF4C28AA87A5C97F439BB61DCBD618B2EDB6220896DFA"
"mutual_understanding.png","1000","760","1000x760","True","269F33AA2A82CCA9C2BFA2DE9DBDB565EFA1D75A789F5FEF4D7A3FDCD62D1D9D"
"necro_drive.png","1000","760","1000x760","True","2F7C7197E2ED9702B7AA1E10474AEA95D60C82922C83C6CD44D25940ED54AEBD"
"pack_up.png","1000","760","1000x760","True","256BCC3D5015B724FBA9D9C3BE36C4FB3C4F9B500A83464CE200ADBB271D4EFC"
"precise_lightning_strike.png","1000","760","1000x760","True","76A03D7E9F6078455F5E56E211F9E8CE01F64D4BEA8412479A8FB60098A9FA96"
"preparation_ritual.png","1000","760","1000x760","True","66F373C6FB19AF7C23746F770887C8D47E278C876D0E6AE7EF42D68844413489"
"pumpkin_head_family.png","1000","760","1000x760","True","AB97B52F486022468DF748EE2EC55BB8E58C0F2EA1F9251B6132B0C56351C067"
"radagon_halo.png","1000","760","1000x760","True","38FE691BB773F7066D92FE6817C68B0EC51E731F987B49AD0303CCBBEE0D05AE"
"reanimate_dead.png","1000","760","1000x760","True","2449752C89437C9327D4B80879DED17F2A4981CEE96B4D30F42E7E2034283BAC"
"recover.png","1000","760","1000x760","True","DA64D5757BAAAC6C91A64C239CC5AC76BCE5F4CB9BA43E5A7FB08313C0519549"
"relay.png","1000","760","1000x760","True","0D81D9D5302520EB1C363CF5B97BA3C06F6C0E91F36AE925CA7A187851C9E9B3"
"resonance.png","1000","760","1000x760","True","9952B579E0024C65ACD3F9ADD11DB876D1BFF4F258A609421D89FA4AD756BF3E"
"resurgence.png","1000","760","1000x760","True","976F074ED976FDF091F714BDFF5EBD8C6BF05F03446072653EABC2B9E72A231E"
"revenant_card.png","1000","760","1000x760","True","93D0A8760FE3448413722494A5CCADD9A136E352F724EDD5AEB5DA2701AF4E39"
"skeleton_family.png","1000","760","1000x760","True","379D45639F9BC93C840A734C79F74CE168FAE2E66EA0BD7350FBFD32694CF954"
"sky_rending_chord.png","1000","760","1000x760","True","A500B869A5822E1F7AD896110EBF66B08C46E4D78810BA0128F3270E83012D4A"
"soul_charging_claw.png","1000","760","1000x760","True","3979BF0E820FDAAA9BD6A9F6568E3538771D8BAC8F414C380F772C028AF49533"
"soul_cursing_bell.png","1000","760","1000x760","True","09BF9DEFFD3AD27CA2BF856B41394C347A9E83748F13591FBD53A5077C2273DC"
"soul_return.png","1000","760","1000x760","True","EE87458C663CB5960A213A80774A0FFCDE10566A974A8544E622F96EBF4A0E1A"
"soul_summon.png","1000","760","1000x760","True","66031B533EBDF739C8EEC7FDE7B238D74A88F7D358FB4B7F4CC1C4919C35566C"
"soulbound.png","1000","760","1000x760","True","962B0474BB3D13EB7ED644D657EFAEC4E7671AE5BBB7EAB8FD4E540C0C1C09E2"
"soulguard.png","1000","760","1000x760","True","586B4750D182C136416BF9167DF686085E169A30EF2CDF86051E20250C408F7C"
"space_rending_frenzy.png","1000","760","1000x760","True","7455E4D118343F47DA00C6DC1C6E4CBFA3247F777CEB9F29C37384654DD3B22B"
"spirit_form.png","1000","760","1000x760","True","41CCEA43F33FAD6992A2DD76FA9552E6FD60D1E9B0EAFC84DA98FFCE61AE1A36"
"spirit_gathering.png","1000","760","1000x760","True","70DE55C8BB954F057D05A8D10CC7610FF294B2CE42185C7606304D5CE276F237"
"spirit_link.png","1000","760","1000x760","True","037F1DF2DAFDE170A344600332B8BB2505C1B178CAC4D5D5866AF7E62223F483"
"spirit_manipulation.png","1000","760","1000x760","True","F35243FBD8F1F47C398D363F5DAA727FC0CDE78E6DC317B9E5313C9A8434F4E2"
"strike_revenant.png","1000","760","1000x760","True","9C902627A2A885ECAAEDFDC360DE2DD08886E2DCB142C1BE429ECB88298FD331"
"stun_call.png","1000","760","1000x760","True","EEE7BFBA06E600513004FE7622F166A7AFDFAC5F62EE32A7996927829BBA0EB5"
"substitute_doll.png","1000","760","1000x760","True","B5460FED37D6500D2D5459B22628A8A1154556C672829992242F717AEA806988"
"surge.png","1000","760","1000x760","True","AD7B4BB7313A9E5F4BD9BC33A2248512AC12199C4597D5F69A3D933B366BF24C"
"threefold_halo.png","1000","760","1000x760","True","FD72A1A9D8008581B771D7D2CBEDE33E169C5C3B73CD968B72B677878D7BE159"
"traveling_satchel.png","1000","760","1000x760","True","E01A600A7DCCB45C220B06BCEF45B2E4F098549F3E3FD7AD49B8FE7264395421"
"unbearable_frenzy.png","1000","760","1000x760","True","98BDE0C895D0970C1B1EEF61C01422323EBBBABCA378910DFB3D28CC1158B50B"
"underworld_reflection.png","1000","760","1000x760","True","CAD534F60A5B8645C0D4556D9A6911E99DB3266B622DFDBD80E209FE00CADA51"
"underworld_rising.png","1000","760","1000x760","True","888C75EBEB7956CEB0D15E11B96019BC8EF03582D3667D04DF30C69174CD4BDC"
"undying_march.png","1000","760","1000x760","True","56483FE9FC05803BA541AC36F73E0FDDA4A2A8A56AB6D34B39123EF771969F25"
"watchful_waiting.png","1000","760","1000x760","True","41D8947F2A3662792F80BB46486C667C013C4D915AF7FC11EBB3C7B377FEA9E5"
"white_shadow_lure.png","1000","760","1000x760","True","B274D7BC2AC3055D6F4B49F26173F1C04A5CC6AA7F620B8A26AB61884BDC6FA2"
"wrathful_note.png","1000","760","1000x760","True","E6AB24D69B4B00A3253AA9689CD431CB1DBFF3993C5721590D95CE51B97A755B"
